sample number,Cumulative Oil (M m3)_1,Cumulative Oil (M m3)_3,Cumulative Oil (M m3)_5,Cumulative Oil (M m3)_7,Cumulative Oil (M m3)_9,Cumulative Oil (M m3)_11,Oil Rate (m3/day)_1,Oil Rate (m3/day)_3,Oil Rate (m3/day)_5,Oil Rate (m3/day)_7,Oil Rate (m3/day)_9,Oil Rate (m3/day)_11,Initial Sw
566,0.000829873,42.363,84.235,124.84,164.88,203.09,1195.0,709.4,686.43,665.74,645.68,626.52,0.24
567,0.00193096,85.134,164.32,239.06,310.82,377.59,2780.6,1380.9,1298.2,1225.2,1157.3,1094.7,0.18
568,0.00128427,56.446,108.43,157.88,205.85,250.99,1849.4,904.79,852.26,810.64,773.67,740.05,0.23
569,0.0036711,141.05,262.92,369.14,463.78,545.82,5286.4,2199.4,1937.4,1741.3,1526.5,1344.8,0.21
570,0.00355004,128.62,241.16,340.77,430.8,510.02,5112.1,2019.3,1794.0,1632.9,1452.1,1298.7,0.25
571,0.000139053,7.3154,14.593,21.802,29.077,36.19,200.24,121.16,119.31,118.18,117.33,116.6,0.2
572,0.000532729,26.343,52.035,77.137,102.1,126.17,767.14,433.38,421.18,411.51,402.69,394.47,0.22
573,0.00111522,46.314,86.876,124.45,160.22,193.45,1605.9,731.87,664.95,615.9,576.95,544.81,0.23
574,8.48758e-06,0.48122,0.93427,1.3733,1.8088,2.2292,12.222,7.771,7.4272,7.1964,7.0247,6.8918,0.25
575,8.38183e-05,4.335,8.6655,12.968,17.32,21.585,120.7,71.813,70.991,70.526,70.195,69.92,0.23
576,0.00180886,78.128,150.02,217.57,282.21,342.21,2604.8,1261.3,1178.6,1107.4,1042.6,983.54,0.26
577,0.00201022,71.832,136.86,196.81,254.07,306.24,2894.7,1132.5,1046.3,982.74,923.62,855.24,0.26
578,0.000596206,31.032,61.293,90.742,119.91,147.91,858.54,511.91,496.09,482.76,470.47,458.99,0.24
579,0.000518695,25.458,50.798,75.683,100.54,124.58,746.92,424.35,415.41,407.95,400.88,394.17,0.17
580,8.07179e-05,3.8025,7.521,11.213,14.948,18.609,116.23,61.851,60.959,60.525,60.24,60.011,0.21
581,0.00121657,51.357,100.38,147.49,193.58,373.3076761095744,1751.9,840.8,803.66,772.28,743.36,716.57,0.22
582,0.000677305,33.178,65.26,96.387,127.14,156.6,975.33,545.22,525.93,510.29,496.06,482.97,0.22
583,0.000354564,15.745,30.505,44.86,59.173,73.044,510.58,253.26,241.97,235.33,230.84,227.4,0.21
584,0.000210818,10.917,21.804,32.574,43.42,54.0,303.58,181.11,178.47,176.57,174.93,173.44,0.23
585,0.0024001,101.02,191.96,276.08,355.43,428.13,3456.2,1623.2,1490.8,1379.1,1279.8,1191.8,0.26
586,0.000925152,40.349,79.517,117.61,155.29,191.4,1332.2,662.46,642.11,624.5,607.78,591.89,0.25
587,0.017361,1475.0,3000.0,4257.0,5139.5,5834.7,25000.0,25000.0,25000.0,18353.0,14233.0,11398.0,0.22
588,0.000327769,16.243,32.233,47.973,63.755,79.088,471.99,268.07,262.13,258.04,254.55,251.36,0.2
589,0.00166699,70.226,135.65,197.57,257.24,313.01,2400.5,1139.8,1072.6,1015.1,962.39,914.16,0.2
590,0.00168515,62.725,120.37,175.09,228.07,277.82,2426.6,1005.3,945.0,897.12,854.43,815.64,0.23
591,0.00124704,48.445,93.798,137.44,180.25,220.96,1795.8,778.72,743.48,715.52,690.4,667.38,0.2
592,1.04759e-05,0.64705,1.3056,1.9638,2.6324,3.2901,15.085,10.824,10.796,10.789,10.785,10.781,0.25
593,0.000268342,13.501,26.514,39.273,52.048,64.459,386.42,220.22,213.33,209.16,206.05,203.45,0.19
594,0.00662057,235.66,420.86,568.86,688.56,787.16,9533.7,3532.4,2875.6,2305.6,1930.6,1616.5,0.26
595,0.000817825,32.333,62.823,92.028,120.82,148.34,1177.7,519.44,494.57,478.77,464.32,451.17,0.25
596,0.000240244,11.834,23.512,35.056,46.678,58.012,345.95,194.93,191.45,189.25,187.45,185.82,0.18
597,0.00407683,140.15,260.62,368.45,465.34,551.05,5870.7,2192.2,1974.9,1767.7,1562.7,1405.1,0.24
598,0.00121402,43.297,82.214,119.78,156.79,192.17,1748.2,670.25,637.98,615.81,597.03,580.02,0.2
599,0.0015334,68.241,130.61,189.27,245.51,297.85,2208.1,1095.7,1022.4,961.61,907.19,857.96,0.23
600,0.0013281,58.017,112.61,164.48,214.63,261.66,1912.5,946.04,895.01,850.26,808.95,770.97,0.25
601,0.017361,1193.2,2004.6,2531.0,2937.7,3289.5,25000.0,17617.0,11478.0,7779.5,6311.4,5766.1,0.21
602,0.00157969,51.931,94.859,133.45,169.53,203.03,2274.8,772.01,683.15,620.56,581.9,549.19,0.2
603,0.000316704,16.002,31.664,47.088,62.563,77.606,456.06,262.66,256.75,252.85,249.59,246.61,0.21
604,0.000341825,14.741,28.913,42.859,56.851,70.458,492.23,238.39,232.33,228.63,225.68,223.06,0.2
605,0.000251282,13.371,26.822,40.131,53.525,66.575,361.85,223.56,220.51,218.19,216.02,213.94,0.25
606,0.000443651,20.26,39.832,59.027,78.216,96.805,638.86,329.79,320.84,314.69,309.49,304.75,0.22
607,0.00210398,74.262,141.68,205.26,266.4,322.72,3029.7,1185.6,1105.2,1042.2,986.2,923.22,0.17
608,0.00513409,188.96,348.75,482.57,598.41,697.68,7393.1,2931.3,2526.6,2193.8,1868.4,1627.4,0.24
609,0.017361,1475.0,2444.3,3043.8,3550.7,3995.0,25000.0,25000.0,12311.0,9317.9,8175.8,7284.0,0.23
610,0.000576682,25.802,50.781,75.223,99.582,123.11,830.43,421.31,409.49,400.68,392.88,385.67,0.24
611,0.00255229,103.68,193.59,276.0,353.11,423.06,3675.3,1623.4,1473.9,1351.0,1243.6,1146.7,0.2
612,3.81368e-05,1.7311,3.4261,5.1147,6.8277,8.5108,54.917,28.062,27.786,27.681,27.629,27.593,0.26
613,0.00173944,80.066,154.68,224.86,292.1,354.59,2504.8,1309.8,1223.1,1150.5,1084.5,1024.5,0.18
614,1.29249e-05,0.82058,1.6484,2.4736,3.3111,4.1344,18.612,13.684,13.57,13.528,13.508,13.496,0.24
615,0.000811051,34.528,67.354,99.218,130.74,160.99,1167.9,559.95,538.12,522.37,508.49,495.75,0.18
616,0.00543552,192.14,354.66,493.35,610.05,710.41,7827.2,2968.7,2571.5,2175.4,1882.3,1645.3,0.19
617,0.00582671,196.98,355.83,488.82,601.54,698.79,8390.5,2963.8,2486.5,2094.7,1818.0,1594.4,0.26
618,0.00283213,113.23,213.94,304.61,389.65,466.0,4078.3,1782.5,1612.0,1486.3,1371.7,1251.6,0.17
619,0.000593023,27.005,53.192,78.637,103.84,128.06,853.96,445.98,429.3,417.13,406.58,396.95,0.25
620,0.000948973,39.261,76.617,112.75,148.37,182.42,1366.5,639.18,612.4,592.33,574.54,558.18,0.17
621,0.00242443,100.02,190.13,273.71,352.6,424.87,3491.2,1597.5,1477.2,1370.1,1272.5,1184.6,0.22
622,5.89811e-05,3.3307,6.6894,10.031,13.416,16.735,84.933,55.563,55.06,54.786,54.588,54.421,0.22
623,0.000231481,12.162,24.3,36.303,48.387,60.171,333.33,202.46,198.98,196.77,194.91,193.19,0.18
624,0.000585865,29.039,56.691,83.475,109.94,135.29,843.65,472.88,453.31,439.08,426.8,415.62,0.24
625,5.38373e-06,0.28828,0.55027,0.80158,1.0493,1.2872,7.7526,4.5746,4.2949,4.1199,3.9953,3.9004,0.25
626,0.00174395,73.202,140.43,203.86,264.81,321.63,2511.3,1177.7,1102.1,1039.7,983.19,931.44,0.24
627,1.09124e-05,0.65763,1.3202,1.9809,2.6512,3.3098,15.714,10.921,10.861,10.832,10.812,10.797,0.2
628,0.00311736,102.66,190.46,267.26,338.35,402.66,4489.0,1573.2,1401.5,1259.1,1146.6,1054.2,0.21
629,0.00180158,83.668,161.58,234.49,303.92,368.06,2594.3,1370.6,1277.2,1195.2,1119.9,1051.4,0.25
630,0.0016143,64.975,125.2,182.22,237.23,288.73,2324.6,1052.0,987.22,934.77,887.39,844.12,0.24
631,0.000141231,6.917,13.574,20.141,26.759,33.225,203.37,112.12,109.13,107.66,106.73,106.01,0.21
632,0.00237747,98.16,189.52,275.15,356.72,432.03,3423.6,1601.0,1497.7,1403.8,1315.7,1234.6,0.25
633,0.00397602,150.67,279.83,391.35,491.87,576.06,5725.5,2350.0,2048.1,1828.2,1561.1,1380.0,0.24
634,0.000701767,30.173,57.985,84.705,111.0,136.15,1010.6,483.12,455.95,438.02,424.07,412.29,0.17
635,0.000982807,46.034,90.333,133.19,175.39,215.65,1415.3,753.9,726.22,702.56,680.58,660.09,0.18
636,0.00011161,5.2573,10.408,15.515,20.674,25.726,160.72,85.747,84.437,83.717,83.217,82.814,0.19
637,0.017361,1475.0,2861.3,3698.9,4375.5,4937.4,25000.0,25000.0,16173.0,13063.0,10912.0,9212.0,0.18
638,0.00149011,59.629,114.26,165.99,215.94,262.74,2145.8,953.05,895.52,848.06,805.62,767.24,0.21
639,0.000218261,11.669,23.414,35.035,46.735,58.144,314.3,195.25,192.54,190.52,188.71,187.03,0.19
640,0.000640099,33.989,67.39,99.966,132.28,163.34,921.75,562.95,547.57,534.03,521.22,509.13,0.2
641,0.00247095,105.99,203.22,293.92,379.93,458.98,3558.2,1712.6,1593.8,1487.0,1387.3,1295.9,0.22
642,0.000456649,23.744,46.912,69.549,92.087,113.84,657.58,391.27,379.8,371.11,363.51,356.57,0.18
643,0.00220418,85.065,158.82,224.6,286.24,341.04,3174.0,1323.9,1176.1,1078.4,994.09,898.33,0.25
644,0.00526479,201.01,372.4,517.45,642.38,748.94,7581.3,3127.0,2713.3,2377.9,2014.9,1746.9,0.17
645,0.00350855,130.58,244.23,345.32,437.06,518.03,5052.3,2031.6,1814.4,1657.1,1479.7,1327.4,0.2
646,0.00090987,38.581,75.886,112.12,147.92,182.18,1310.2,632.52,611.56,593.98,577.38,561.63,0.23
647,0.000453332,19.336,38.399,57.189,76.025,94.309,652.8,318.14,312.51,308.03,303.8,299.73,0.26
648,0.000346486,14.971,29.575,43.91,58.242,72.133,498.94,245.54,239.42,234.99,231.17,227.71,0.25
649,0.00150628,67.519,131.6,192.65,251.77,307.24,2169.1,1104.5,1050.5,1000.8,953.55,909.38,0.23
650,0.00444591,160.14,293.57,407.38,503.26,585.99,6402.2,2465.5,2107.0,1781.7,1546.5,1356.1,0.24
651,0.000617512,31.517,62.095,91.771,121.1,149.2,889.22,519.18,501.27,486.49,473.07,460.65,0.24
652,0.00379019,137.11,249.99,345.87,432.04,508.06,5457.9,2061.2,1790.5,1571.7,1389.9,1246.2,0.18
653,0.00119535,51.759,99.505,144.99,189.22,230.99,1721.3,831.87,782.71,745.58,713.5,684.73,0.18
654,0.00371331,133.05,246.73,346.47,435.98,515.73,5347.2,2044.1,1810.8,1635.1,1443.7,1307.4,0.24
655,0.00145171,66.07,126.86,184.13,239.15,290.43,2090.5,1065.7,996.53,938.91,887.34,840.66,0.21
656,9.95677e-05,4.9853,9.8807,14.73,19.628,24.423,143.38,81.742,80.253,79.495,79.0,78.611,0.21
657,0.000657311,29.22,57.751,85.666,113.46,140.28,946.53,480.34,467.72,457.63,448.36,439.63,0.19
658,0.002284,96.982,183.3,262.9,337.82,406.31,3289.0,1548.0,1415.0,1305.0,1208.3,1122.8,0.21
659,0.000223996,9.5482,18.824,27.99,37.221,46.231,322.56,155.29,152.07,150.25,148.89,147.7,0.2
660,0.000507727,22.788,44.93,66.521,87.976,108.65,731.13,374.66,363.0,353.94,346.05,338.88,0.25
661,0.000235691,14.189,28.58,42.83,57.177,71.165,339.4,238.73,235.93,233.61,231.41,229.3,0.19
662,0.000422043,19.842,39.317,58.391,77.424,95.836,607.75,328.29,319.26,312.68,306.99,301.84,0.18
663,0.000123404,5.7328,11.224,16.637,22.085,27.405,177.7,92.407,90.014,88.738,87.881,87.201,0.22
664,0.00159162,62.032,118.91,173.05,225.58,275.02,2291.9,989.25,932.49,887.5,847.28,810.36,0.18
665,0.000901915,38.966,74.68,108.96,142.64,174.79,1298.8,620.88,585.47,561.97,543.25,527.04,0.18
666,0.00481216,175.64,323.25,447.46,557.17,652.25,6929.6,2708.1,2337.0,2036.2,1769.4,1558.8,0.21
667,0.000831298,38.11,75.156,111.18,146.8,180.94,1197.1,626.45,607.31,590.52,574.61,559.54,0.21
668,0.0033953,128.9,241.75,344.4,439.53,524.32,4889.3,2045.3,1849.9,1682.8,1534.3,1348.4,0.25
669,0.00335629,136.14,255.75,361.02,457.94,542.21,4833.1,2153.8,1904.7,1725.8,1563.2,1381.5,0.22
670,0.00183501,83.896,162.32,236.42,307.68,374.13,2642.4,1371.2,1285.7,1214.7,1149.4,1089.3,0.17
671,1.24157e-05,0.72837,1.4598,2.1894,2.9299,3.6578,17.879,12.072,11.991,11.96,11.944,11.933,0.23
672,0.000699013,32.382,63.433,93.586,123.42,152.05,1006.6,528.08,509.03,494.3,481.25,469.24,0.17
673,0.017361,1475.0,3000.0,3939.4,4688.5,5321.3,25000.0,25000.0,25000.0,14407.0,12082.0,10374.0,0.17
674,0.000430892,18.506,35.771,52.506,69.115,85.131,620.49,297.04,283.04,274.34,267.88,262.55,0.21
675,0.00106652,40.297,77.435,113.06,147.98,181.22,1535.8,643.64,608.82,583.95,563.27,545.0,0.2
676,0.00205334,86.743,166.44,240.82,311.47,376.56,2956.8,1406.6,1306.6,1219.3,1139.5,1067.1,0.18
677,0.00524715,190.91,346.44,476.17,584.28,676.67,7555.9,2886.6,2448.9,2033.0,1743.7,1514.7,0.22
678,0.000583568,24.044,46.787,68.838,90.643,111.57,840.34,387.73,372.83,361.49,351.71,342.98,0.17
679,0.00189856,80.835,157.05,229.46,299.41,364.91,2733.9,1320.8,1249.5,1186.9,1128.3,1073.7,0.19
680,0.00177546,78.374,151.07,219.68,285.59,347.0,2556.7,1269.7,1191.7,1124.7,1063.2,1006.7,0.2
681,0.00503415,170.15,308.99,426.1,525.96,612.69,7249.2,2586.8,2170.2,1847.7,1610.7,1421.8,0.17
683,1.41857e-05,0.69157,1.3234,1.9409,2.5635,3.1731,20.428,10.787,10.27,10.122,10.042,9.9933,0.21
684,0.00189111,71.252,133.17,190.69,245.41,295.25,2723.2,1111.5,1015.0,942.88,882.64,817.01,0.2
685,0.00294723,102.8,192.4,275.08,351.1,419.47,4244.0,1606.6,1469.0,1355.4,1226.0,1120.9,0.19
686,0.00115112,53.811,104.79,153.66,201.36,246.51,1657.6,879.38,835.77,801.05,769.45,740.12,0.23
687,0.00144578,60.232,115.97,168.89,220.15,268.35,2081.9,973.35,913.7,867.5,826.87,790.21,0.21
688,0.00276394,89.712,171.02,245.41,314.54,377.74,3980.1,1414.6,1308.2,1219.4,1115.1,1036.0,0.25
689,0.00304557,123.94,230.97,323.32,406.26,477.47,4385.6,1955.1,1695.8,1514.0,1337.8,1167.2,0.19
690,0.000575616,24.457,48.233,71.532,94.777,117.25,828.89,400.51,389.77,381.94,374.93,368.36,0.17
691,0.000436679,20.864,41.506,61.796,82.089,101.75,628.82,345.79,338.39,332.62,327.3,322.28,0.23
692,0.000269636,13.693,27.134,40.368,53.646,66.556,388.28,225.42,220.35,216.96,214.16,211.64,0.22
693,0.000529961,20.231,39.213,57.716,76.142,93.948,763.15,323.24,311.18,303.32,297.19,291.91,0.25
694,0.00181514,78.945,149.95,216.28,279.55,338.16,2613.8,1259.5,1164.0,1087.5,1020.5,960.69,0.21
695,0.000506372,22.849,45.234,67.231,89.222,110.52,729.18,375.0,366.97,360.6,354.7,349.09,0.23
696,0.0015962,69.625,135.32,197.99,258.8,315.98,2298.5,1133.5,1077.0,1027.3,980.79,937.37,0.18
697,0.00350468,123.16,232.25,332.53,424.51,506.62,5046.8,1961.0,1788.4,1643.8,1483.6,1346.0,0.24
698,0.000386751,19.487,38.663,57.468,76.247,94.419,556.93,322.2,314.36,308.29,302.89,297.89,0.22
699,0.000535567,20.13,38.873,57.212,75.529,93.271,771.22,317.8,307.26,300.65,295.43,290.85,0.21
700,0.00117816,44.309,85.685,125.54,164.67,201.94,1696.6,711.33,678.29,653.31,631.22,611.02,0.17
701,0.001353,54.075,104.59,152.93,200.06,244.6,1948.3,870.13,828.06,792.58,760.1,730.13,0.25
702,0.017361,1475.0,2600.5,3226.0,3762.2,4235.0,25000.0,25000.0,13418.0,9746.3,8648.3,7750.0,0.19
703,2.11443e-05,1.3229,2.6694,4.0123,5.3748,6.7133,30.448,22.187,22.073,22.015,21.975,21.942,0.18
704,9.94429e-05,4.0414,7.9308,11.787,15.687,19.508,143.2,65.015,63.76,63.219,62.896,62.652,0.26
705,1.01122e-05,0.60843,1.2244,1.8396,2.4645,3.079,14.562,10.127,10.097,10.086,10.079,10.074,0.23
706,0.000509982,19.92,38.688,57.0,75.24,92.864,734.38,319.05,307.67,300.21,294.19,288.93,0.18
707,0.00144389,55.224,104.59,150.04,193.71,234.52,2079.2,870.25,792.58,745.17,704.37,668.95,0.21
708,0.00147818,63.448,122.02,177.52,231.14,281.42,2128.6,1022.5,960.15,909.85,864.91,824.23,0.2
709,0.000881356,34.863,67.312,98.779,129.91,159.76,1269.2,554.64,531.94,515.85,502.04,489.43,0.21
710,5.58551e-05,3.0534,6.1498,9.2382,12.37,15.445,80.432,50.963,50.761,50.629,50.515,50.408,0.21
711,0.00116168,45.935,88.993,130.54,171.37,210.24,1672.8,736.01,705.86,681.18,658.47,637.2,0.26
712,0.00390125,141.53,258.74,358.41,447.82,526.58,5617.8,2155.6,1857.0,1633.9,1442.2,1291.0,0.23
713,0.00386206,120.88,216.9,299.82,376.04,444.58,5561.4,1791.0,1515.5,1359.4,1229.4,1123.6,0.18
714,7.7844e-06,0.40301,0.77377,1.134,1.4928,1.8405,11.21,6.3641,6.0781,5.9054,5.7869,5.6996,0.23
715,0.000770258,25.803,49.803,73.254,96.637,119.24,1109.2,408.05,393.45,384.45,377.15,370.61,0.17
716,0.000136914,6.0301,11.861,17.635,23.468,29.18,197.16,97.562,95.587,94.659,94.083,93.635,0.26
717,0.000382958,18.748,37.122,55.145,73.159,90.611,551.46,309.22,301.21,295.46,290.55,286.1,0.25
718,0.00560575,206.75,378.93,523.17,641.9,742.87,8072.3,3198.7,2710.8,2251.3,1915.1,1655.2,0.18
719,0.0039292,153.97,288.08,405.37,510.95,601.87,5658.1,2410.2,2134.4,1922.8,1702.9,1490.4,0.19
720,0.000584771,26.475,51.769,76.448,101.0,124.66,842.08,428.82,414.66,404.58,395.93,387.98,0.26
721,0.00366309,143.85,268.42,377.21,475.38,559.79,5274.9,2246.3,1980.8,1783.4,1583.4,1383.8,0.23
722,0.000419995,21.124,41.873,62.249,82.62,102.35,604.8,348.25,340.15,334.04,328.56,323.44,0.17
723,0.00170179,62.041,112.66,156.71,197.37,234.45,2450.6,925.0,803.82,722.13,655.76,607.87,0.24
724,0.000147676,6.5436,12.908,19.22,25.599,31.843,212.65,106.06,104.33,103.49,102.88,102.36,0.2
725,0.000468875,24.421,48.806,72.774,96.737,119.94,675.18,408.44,399.75,392.92,386.49,380.35,0.19
726,0.00200503,84.391,162.51,235.94,306.16,371.26,2887.3,1367.3,1280.6,1203.8,1132.6,1067.2,0.25
727,0.00115144,54.451,106.91,157.33,206.65,253.39,1658.1,898.77,859.98,826.63,795.41,766.27,0.26
728,0.0021787,80.181,152.02,217.38,279.23,335.04,3137.3,1261.0,1152.6,1071.5,997.54,914.92,0.22
729,0.000371972,19.639,39.129,58.275,77.412,95.941,535.64,326.89,319.51,313.86,308.67,303.75,0.26
730,0.000334754,14.744,29.235,43.536,57.903,71.883,482.05,241.99,237.55,234.44,231.73,229.19,0.25
731,0.00139282,63.822,124.06,181.4,237.02,289.36,2005.7,1046.9,987.5,939.94,897.15,857.97,0.19
732,4.97151e-06,0.27157,0.52317,0.76686,1.0087,1.2424,7.159,4.3322,4.1245,3.9949,3.9015,3.8299,0.21
733,0.00201519,86.729,167.76,244.35,317.96,386.53,2901.9,1410.9,1328.4,1255.4,1187.3,1124.2,0.17
734,0.000274592,14.293,28.396,42.261,56.158,69.664,395.42,237.27,231.2,227.29,224.16,221.4,0.17
735,0.00369622,128.95,238.76,334.06,420.58,497.42,5322.6,1969.2,1750.7,1562.2,1395.5,1259.7,0.22
736,0.002303,101.12,194.18,281.09,363.59,439.5,3316.3,1636.9,1525.6,1424.7,1330.6,1244.4,0.22
737,0.000232185,11.518,22.932,34.209,45.55,56.601,334.35,190.49,187.13,184.86,182.92,181.17,0.17
738,0.00146139,65.925,126.88,184.37,239.65,291.27,2104.4,1066.2,999.22,942.49,891.7,846.16,0.2
739,0.000813545,34.41,67.339,99.382,131.14,161.66,1171.5,559.45,539.81,525.3,512.3,500.19,0.2
740,0.00573411,194.79,352.7,485.0,596.98,693.68,8257.2,2954.4,2465.0,2084.1,1806.2,1585.2,0.21
741,0.000246109,12.216,24.153,35.932,47.777,59.321,354.4,200.05,195.69,193.09,191.05,189.25,0.23
742,0.000225699,12.422,24.858,37.154,49.529,61.592,325.01,207.07,203.87,201.58,199.6,197.75,0.25
743,0.00141559,59.428,114.69,167.0,217.43,264.56,2038.5,963.15,905.96,857.57,813.3,772.62,0.25
744,0.00242941,87.255,163.26,234.11,301.4,362.11,3498.4,1351.0,1245.9,1161.5,1085.3,995.23,0.23
745,0.000250283,9.079,17.582,25.951,34.365,42.572,360.41,143.84,139.39,137.19,135.72,134.53,0.2
746,0.000187758,9.619,19.09,28.448,37.868,47.055,270.37,158.23,155.26,153.41,151.93,150.62,0.17
747,0.00055548,25.332,50.329,74.837,99.28,122.89,799.9,419.18,409.8,401.77,394.23,387.1,0.23
748,0.000257384,11.301,22.324,33.198,44.129,54.779,370.63,184.52,180.69,178.26,176.31,174.59,0.17
749,0.00151657,51.987,98.632,143.1,186.43,226.95,2183.9,814.26,764.68,728.93,698.87,664.28,0.18
750,0.00109009,56.213,110.47,162.55,213.37,261.44,1569.7,928.35,889.45,853.7,819.78,788.03,0.22
751,0.00337209,134.66,250.86,356.12,453.2,537.87,4855.8,2112.4,1904.9,1725.6,1565.8,1388.0,0.24
752,0.000225145,11.884,23.87,35.751,47.724,59.408,324.21,198.54,196.5,194.76,193.12,191.54,0.24
753,0.000776595,36.28,71.186,104.93,138.18,169.93,1118.3,596.67,572.23,553.21,536.19,520.5,0.21
754,0.00131953,48.998,90.551,127.8,162.68,194.56,1900.1,754.29,661.55,610.59,562.69,522.6,0.17
755,0.000258646,13.104,26.172,39.06,51.992,64.563,372.45,217.85,214.23,211.28,208.58,206.07,0.23
756,0.000882914,37.701,74.672,110.65,146.27,180.42,1271.4,624.57,606.08,589.88,574.46,559.86,0.23
